Rucsac: Solutie Random n-50 k-10000

Solutii:
V	G	Solutie

632	113	00000100001001011110000110000001011101101011101101

744	157	00001111110101000010110011101001101111010111000110

627	131	10010100001111100101101001010111100110011011010011

585	123	11110101110010010110110101001001000100100011011100

789	133	10010110011000010100110001111110011110010110111110

723	157	11010011011111011110011011110000010011010000111001

616	145	00001001111000111101110111111101100100001000011011

631	154	11101000100011100100111011000001100011101101101111

644	138	00101100111010101001110011111000101011100101001100

589	128	01110100100010110110101010110100001000001100111011

672	135	11000000011101011101010101001010010110100110010101

787	135	10010011011110011000000111101110111110001000011101

621	110	00010101000100011010101101001010010101000110101001

643	128	11000010110111001101000111001000001101111011101010

709	112	11010110010000101010000011101011110010110001111101

594	122	01110110000001000100000100111111000101010101111100

626	128	10100011110010011001110010100001011001010111011000

759	150	01000110011110110111001011100110101111110100000100

559	96	10010010000011110110000110000000001110011001010100

662	148	01100110011111101100000010101011110010010101011010

780	156	11011110100101001111110001000011111011010011011011

536	110	01000000110011011010101100010001010010100011101000

636	140	01010011001001101101010010110010101100101011101110

610	131	00010111001000010001001111001100101010010101111011

648	123	00110000001101110001101111000111101000011110110100

651	127	11001000101111001000011001100100110001010011111101

656	137	00110010111001110011010000110111101101011011100001

583	113	11010010011001000001000000100011011101100110110001

617	126	01001001001010011100100110110010000010110110110100

586	128	00110101110010000111110110101111001000011101001001

708	154	11011110111010011101111001010001001100110101000100

570	100	11001100011010111011010011011110000000010001010001

706	124	11011110110001111011000001100111000010111010000011

687	139	11011000000011100101001111100001010101001111111001

604	128	10110001011001110100010010110110101011010100011010

574	138	01100100101111011010101000110101000100110001101001

667	151	11111001101110110010111000101001001011101100000100

603	145	00111001100111011001010100001100110011010001100101

603	98	00111000011100001000000110000111110001001000110111

714	155	10111001100110010101110111100010110100001011111001

772	146	10101110111011001111100010110101000001010111110101

685	125	00011000000011011111100100011010010111101001100110

616	105	10010110010111000010001010100011000010110000100101

514	111	11010001100001001000111001011000000010111011010111

871	179	11111100010011010001111011101111101111110101000111

875	172	11001110110010111111011110111011000010010110100011

491	114	01011001000011010100001110000010110000110001110000

583	115	11100001101101100011001011010110110000010011001100

778	159	01101101000111011110001000111110101010010111011011

697	154	01100111110010111110110001111000001010111101110100

785	168	11110110101111001001100011010101010111011011101111

513	98	00110111010001101110100001010010000000111000111011

678	130	10011101000100110110100010011011110010100110011010

674	145	01001101011111000110001110011101101111000010000100

683	183	01110011100101100101111001001101111111001101011011

608	124	11011011000110100100000010001011110100000010110101

602	111	10101010010001101110110000110000110100011001001101

712	111	10100000000101001111001101111101001101110011010100

507	112	00000011000101101001001000110000111000011100110010

791	151	11101110110010111110011100100101000100101011100011

574	121	11001101001011101100001100000101110001100000110100

675	104	10011000011100001010011011100001001110010011100010

462	107	11000011011110000100110000011000010001000111000100

626	131	00101001101001001100001001001011111101010010110011

816	152	10110101011000001101111011100100011110100111110111

510	92	00010001110001100000111011100010010000000010011110

800	187	01100111000111011111011011111001011100001101110010

667	151	11100001111010100100100111110001111010001101011101

758	148	00000111001100011111011101011111111000010010101011

702	140	01011011011000100111100111100111000110000110111001

741	145	11011000000101011111110110110100011110010011000001

554	99	00011101011010101011000001010100100100000110100110

699	151	11011001110011000001111100000110111011110100000111

657	119	11110000110000001111101110010101111100010011000010

389	87	11001000101101100000000000110100110000101010000000

677	152	11111110110010010101101010000101111010000100111000

711	155	11011100001110010101100010101001101100100110101111

756	145	11110110110001101011001101001011110011101100011010

578	130	01011001101010010110000011100111000010010101110001

780	159	00010001111100101111011111010101110011101111010101

652	139	11001000001110110001001100010111100110111100110010

577	158	01000001101100010101110111010101111010101100011010

543	119	10000111100101000101100000000011101100100011110100

625	103	00000001010001011010000100111111110011101011000100

630	113	00100010010010101111010110000111001110111110000000

543	100	00111110001001000010001001001011000111000000011010

538	108	11011000110101010010100011100001111000100000001000

614	122	01011010010010010101001110001010001010111101000010

704	145	11111101000100000001010010111100111001001110111111

547	123	01110000111111110010000111100100100001000001101001

820	148	10111110001011101011000110111000111011000011111001

628	122	00001100000101001111110110011101001001100101010100

562	146	01100010111101111101110001000010110010100000001011

481	93	00100001010000001001011011001010010001110101100010

921	171	10101011001111100111011101110111011101000011101101

663	142	01011000110011100110011001111010100101100110111001

508	132	01101110001001000100011111011001100000111001101000

807	155	00001000111111011101101111110011000010100011101110

558	88	10100100010000011011000011001101101110000000000110

675	126	11111100010100001001101110100101110010111000100100

597	128	10110111101001010110011100001110101000110000101000

847	187	00110111111110011111111000111011101010101100101110

752	143	10100011011110011110011010100011111000011001010011

673	122	00011001101101101111100110000111001001011010111100

633	124	10010000111100100111100010001101110011101110101101

602	134	01101000101111111000000001001000111101010000010111

691	110	10111010000010010011101010101111000011001000010110

670	127	10000001111010110110101111001001101001111010101101

847	145	10011110011111101111000110110010011110111000000100

680	120	10001011100010111010011101000011111001010001001000

742	144	01000101011110110011001110000111110100010111010110

721	147	01011010011110110101101101010111101011110010100000

739	158	00110110111111011011001101110000110100110101001000

603	130	00011100110110100111101110101001000010000101000001

527	108	00100000001100100100111011001011100100000011001111

470	100	00000101001000010110110100000010011000110100001011

677	142	00001111110110010010101010010100101111000000101101

645	131	01110010111010010010010111100100101100100011011001

576	92	10011010011110011010100001001100100011111010001000

599	113	11010010001011101110100011010000111000011010011011

762	121	10110110000100111010000011101011001101011001111011

675	147	11011011110011110001101010001111110000011011101001

593	112	00110000111000010100101010110111011101000010100000

679	129	00110011010110100001001101101100111110010001110100

829	156	10110011110101011100001011000010110111111011110110

712	158	11101111101101101001101101011000111010000001001100

520	107	10110001110110101110100011011000100000111000011011

514	147	01101111000101100000010011111001100010000101000001

746	144	01110110001100101010110111001100111011100010111011

633	136	01101111010101100000010010000101111001000011010111

665	144	11100111001000000100010111001001111010111011111101

581	120	10100100110001000101000101001101101101111101010101

791	171	01111001001100111101010101101000011110111111101101

607	123	10011011010101001101011011010011000000000101001010

414	97	01000000101100001010010001000011110010100000101001

392	77	00110010001000010011100010000000001101000001000010

723	140	00111000111000001111111100100001010101010101010111

681	133	10100011010110111111010110110110100001000000110001

717	148	10100011110010011011010001101000111110110100100101

455	115	00001011101100001100110000011000101100001010011001

444	93	01111011110000100010010101100000000000000001111000

526	132	11110000111001110101101010010101110000011101010000

560	123	10001000001110100100010101001001101111110101100000

637	147	10101001101100001101011011110001000011011110101001

788	163	10001111001110110001011011111000010000101101111111

534	100	10000100011000010110010100111001000000110101111010

719	140	00110110001011110010100111011110000110111111010001

538	108	00001001100011100001000011101011010010010010110100

787	152	00110110010001101001111111011010111111001000001111

625	136	01111111110001101001001010100100101000101001111010

646	126	10001100100001011001111111111110100000001000101010

721	145	11110001100111001110011110101111011000010000101010

544	120	01001001011010110100101101100001100000011011011011

785	135	00111101110001111010110110100110011000000110001110

662	141	00001110001011110000100111111001100000100110101101

524	125	10100001100011111001111000101000010000101101001010

837	160	11110010011110100101011101101111011111010111010000

635	112	10100010001001111010010011010110101001110101000010

887	169	10111111011110100001011101100100111011100101111110

599	131	00000100101100110111110001111100110001010001100111

616	110	00011001100100101011001011100101011000110000010011

725	132	10001101000101101011010001011111001111111111011000

621	122	01101010110100010010000101000101000110101111111000

768	142	11001010000100011111001011111001100011110011111010

565	102	01000000010100101100101000110000101011010011011111

622	114	01101110010101000001000001100110010101111001010110

650	121	00000011000000111010100110011011000111111110101010

662	128	11010010011110110111001011000001100011100010110100

596	132	11110101110110100101100001011111010100000011000011

871	162	11101100011110101111101100101010110010110101101111

732	133	11010000101101100010111111101011001001001001111110

590	131	01100001000100111001101100100010100111001110111000

566	105	10011000110110000001011100100011000100101001010010

639	139	11010111000011011011110110011010000010111000110010

670	126	11100100011111011000000101110010000101010110000101

822	165	10111011100000110100010101101110110111111101000111

660	147	01111101111001111010101110100001101001100000101000

512	111	10110101010110010000101010110001000000101001110001

793	139	00001110100100000011101011110111111011010000111110

726	134	00001010010110111111000000001011010110111110101011

565	103	10110100110110100000010110000110000111000001100100

626	125	10110101111000011100100000100110111101111000110001

813	178	01110111010111000011011111110011010100101100110101

649	137	11110001111100101001000100000000110111101111111100

584	94	00100110110000000110101000100111100001011011010110

633	134	01011100101010010100101001000010110111010011010101

666	129	10101111111100000111000000010000011110110011100100

450	91	01100100001000100010100000000101111010001010111011

923	177	00111110111100011110111100100011111111111011101000

529	119	11011101001111000100000000111100010010111010001010

565	143	01100001101011001111100011110001101010111001100100

671	137	10010011101100110001110110101101011001100001010100

601	110	10111011011000011001001000010100110000010111111000

595	114	01001110000010000011101001101000010011010111100010

643	174	01110011100011001100111110111001100110110001100010

562	142	01100011001101111111011000000100000011110101110000

524	111	00111001001000101001110011000101001101110110101000

659	148	01011010100001001110100011011000101111110100110011

666	123	00011001001000001111110111001111100011110011010101

603	117	01100110100110011011000001110110100001111000011100

422	92	10010000101000110001110001000010101011010000000011

695	124	10111011010110010111111001111100000000001010010110

685	133	00010011110000011101101001010111011011000100011101

742	154	10100100110111010111110110000100110101100111110100

510	98	00000010000011001000001011001101110101001010001011

674	138	10011011100110000101101001110001110000111011100110

694	135	00010011010101100101101110111010010000101111101100

708	128	10011110111110111000100011010000001110000010001101

591	131	01010001110100010001111101010110101100110000100110

591	123	11111001111100101100010000000100111001011000011111

586	120	11001100000010110110011100001011100001011101010001

547	87	00101000011000110000100001101010010100110110010100

583	147	01011110111110110101111001001010100000010101100000

427	99	00000101001001001011001000010101110101000001001001

760	151	11100011111101111010101000111100010110000001011110

534	113	00001101010001010111001100000101010011100000000011

681	127	10001001111100101111110111010000011100001010000101

815	144	10101100110011100000101111110010001111110100011110

634	132	00001000101001110110001110010001110001101011101011

569	110	00101111010100010010010010001110101010100000010010

642	126	11111101010010011001011000101100101100011000011110

523	105	01110010011001010010110101000010110000101000000110

682	165	11101001000111101100100010110001110101111101101011

532	109	01010011100000000000101110010110001000000111100011

874	165	10101101011011111000101110001011111011111011110011

795	170	01011101101111101001101100100010010101001110110111

591	123	00000110100001001101001100111111010001001100010001

613	126	00100001111001011000110011011110011000100111100010

595	129	11011001110001110001100011100010110010101011001001

696	154	00111100001111111100110000110101110001111001001111

770	164	00011011100111110111011010110111001000111010100011

520	125	01101101100011100110000001000000101110101001111100

707	170	01110011001011111100100010101101010101111101111011

703	145	00111000111100101011111011100101110101111100101000

466	109	01100001100001000111011101101010101000010000000100

528	82	00111010111000100010001100000000001100001010100100

534	136	01100101101000110101001100101000101010010011110001

596	134	01111001011101001000110011000011110100110010110010

637	147	01101001111011100000001000110001010110011110110110

653	144	10110100100011100100110101111001101001110110011011

961	164	10011110001110101011101111111100111111010001001111

564	138	00110001001111010100011010010100010101001110000101

630	127	11100100000110000011010100101000111001011101100111

643	118	00001010100010011110101000100101110001101001011101

764	149	01001010001101011011100011110110001010101101111011

678	135	00100111110010111010100001110001110001000110000111

647	127	10011010101100001001111011001010101010110000010011

632	122	11110110011100000000111100001010000001001101110111

648	135	00000101001011110111110100100011001000111111110100

568	114	10110001110100101011010110000101100011000001110010

495	89	01000001010000101010100100111000010100011100010110

762	142	11011101100101011010011011101110000011001011000101

696	116	11000000010101000010001111011011001011010111011011

626	113	10000001110010110010110011001110011101011101111000

837	164	01100111010111101100011111011110011010010111011100

647	130	11010101100000011011110100000100110111100011001110

700	152	11111011001101101000101011100100101100100101101001

708	159	11100110000011110101110101100111100110111001010101

843	152	00001000111010111010010110110101111111100011000111

600	122	00101110001111011011100000000000011001111001001011

703	127	11010100010001001010011000100101101111011111101101

561	129	10000011001001010111110110001010110100001101010000

485	106	01000101001011001010010000011100011001001100111100

663	132	11010101110000011111101101001000100011001110100110

573	107	00100011010011101110100110100000001000110100000110

620	143	01000101011000110111011001111010110000111101100011

622	137	01010101110111111010111001001001000100111010001110

773	155	10001011110111111100010010100010101001001111100101

641	146	11110111101110100011100101010100101110101000011010

684	143	10000101100111110000000111101100110101100010111011

713	142	01010110111100001001100010111111011100100010101011

576	101	00011110000100010011000100101100101100001001011010

662	155	01111011110011100011100000100001111010101110010011

515	106	01110011100100101010110010010100000001101011010100

637	115	10101100010110110001110001110110101001001110011000

821	148	10111111001100011000011110101110010001000110010011

656	136	11001001101101001100100011101100111001100010101101

681	128	11110100011100010110011001111101000011110011011010

770	156	10000101101111110011011011010100011111001011110100

663	138	00011000111111011011011001000101110010011101001100

673	116	11101110000000010000000100111011111100011010010100

600	132	01110110111010011110111110100000010000000000101000

484	93	01001010011000011111000000001101111001010000010000

905	178	01101111110110101110101110001101111001110110011111

734	144	10001001101000110110011110100100010111110101100100

635	112	11101000010001110011001010101100111000011011101001

658	133	00011000001110011101000110111011010000010100101011

652	122	01101000010010111101000101000111011000110101100011

738	160	01001110010111001001011100110100110100011111100011

589	112	11110010000110111100000100011100101000100011011001

590	109	10110100110010000010111001001011000110111001100101

635	106	10110100011101010011011101001110010001100011000000

762	154	01110001110010100010101110111011100111001110111110

612	133	00101110001010100100110011101011101000101101100010

908	183	11111100100111111011011110110110101010101110000011

548	108	01100000100100110000001110110010000011000010001101

595	111	10100111001100000000001011101011101000011000001111

785	142	01101010010110010110111101100111011000100110001010

801	164	11111101011011111101101001111100101100000111000110

684	118	10001000100100110011101000111101101011010010100110

583	148	01000011101111100000001111110101101110010000010000

530	93	11011010000000000011100010011001011000100100011100

507	105	11010100001001011100001100000000100011001011101010

670	134	01101101001000001111010110000110011100010100111101

473	107	10110001101100110000101000000001011011111001000000

534	120	11001000100001110000110011101000110001101010111001

585	114	01000000011010011011011100000010011010010100100011

587	138	11101011011010100111010000110010100101111100001001

704	126	00011111010101110110011000000110000011001011110110

521	79	10000000110010100010101001011101010000001111011010

862	160	10101110011111111111001000010001010101110011100111

505	111	01100001111110100010100110010001001001011010000101

527	90	00010110110000010100000000010111001010010010100110

619	116	00110000101000110010110100010011011001001101101110

623	133	01110110110010010011111000001110101010100101000100

623	136	01000111110100101101010011000100010101010111110100

597	126	11000110101001101000101110011000010000111101011010

810	180	11111011101001111011111000001111101111010100110010

561	122	01101101011000000011111100111100101001101010001001

628	136	01010010101101110000011111101100110000101010001100

737	179	01011110111111010101110010011010010100110101011101

658	130	00011100110100010111010101010011010100010101011010

570	134	11011000100101010101001100100000010010011100110001

652	139	11110110010000010101110001101100111101010101101010

794	166	10111111011111111101010010100111101000111111000000

877	156	00101100001101111010111001100111010111111110011110

623	123	00000100110101011000110101010111010101001100011100

695	137	10100011110110001100100011010100011110100100101110

667	128	11110110010010111100011001011010000101111010110001

493	115	01001111010110000011010010010001000000100001000111

810	169	10001011100111011110010111100000001111111110100001

648	145	00001111001100001101111111001000100101001111010010

646	127	10100100100110110011100000100011100110001111101100

803	179	11010111001111000111111101101011100111100000110110

472	93	00011000011001000000011001011101000011001011111001

613	119	00011101001011011010001001000011100010100101011100

927	171	10110010111101110111101111100111011111000001110010

695	156	11110110101111110000001111011111100010001000111000

725	142	10111111000011001010011100010111110100110000110001

482	106	00111101000000001000111011000111100000100100100001

589	125	11011101000100100111000111010101110010100001101000

704	164	00101110100100010101110101110001001100110101110011

723	127	00010101110000101110111100110011010000110010111111

694	139	00101010110001011111001001001111100011000100110011

591	104	00101000110010101011101010010010100110011010100100

758	165	01101100100011011101001100011100111011100111001101

704	127	10110110001111000010100011110010101010110001100110

642	136	11000100001000110111110101101001110110011110001100

540	114	11010101011000000100010001100011101010110000101111

805	148	00010000111111111001001111000110011011110111001011

507	122	01001110100000101001010100110000101100011100101000

814	126	10110110000100110110000011110110010111010010111110

651	150	11001101101010111001011010110110100100100101010000

522	128	11110011101100010110100001101000100110011001011000

759	175	01100111101011111100110000100110111100101111110100

680	136	10101001001101010011111110100010001010010110100000

742	172	01011110101011010101000011001001001111000111101111

579	123	10010101011100010101111010101011000000011100000110

664	154	01101011101100100000111000101111111011001001101010

730	147	00011000110101111100111001111011010001011101110010

625	116	01010000011010011110101101001101110100000000011111

728	138	00101010110111000011100011010010011111101011100010

673	138	10100011101100111100100010101101011011101000100100

655	127	10101100100110010100000110111000101011000010101100

752	164	00011011110111000110101010100101111110111001111001

866	178	11100110100111111010110110111010000111110011101011

599	112	10010101010001100010111100000100101100100101001111

695	149	11010101111110011001001110101100011100000100010001

490	107	00010101001110101110100010011101010000101101001000

693	150	00101001110101001110111010110110110000101100101011

808	152	11101000101011011110100101100010111011110101011100

651	147	11101011011101100101110110000101001011110000001110

665	145	01101000001011111110100001011101110111000100001110

686	119	10111001101001001011001011011010110001000011110100

552	134	00111100101110010000011001000000100111110110101000

562	94	00101000000001001110010000110110000110110010011101

652	127	01111010011000001011001011111001101011010100011000

585	133	11100011000111011010110000110100100010001111011000

606	139	11111101101100011001011000010010001010000100010010

690	155	01110011101000111110111110110000000011110011011001

755	143	10111101001101011110011000100011010010111010001101

763	153	10011011101001000001101110110110011110100110001001

812	146	00111100010101010011111101000011010000111111111111

596	161	01110101110111010111011010001000000100110101011011

531	100	00000111001100110000001011000110101000111010100010

743	139	11011101111010001001000110101110010101001100110110

688	132	01011100001000011111011001000100111010011110001111

646	149	00101110111000110001101010100000110111001101010001

623	129	11001110110010010110011001110001100010010010001010

606	98	00001000111100111010000011011101001001000000010111

830	168	11101110111010110001111101111111100101001011011010

650	142	00100011110111111100100111110010100010010010000010

560	136	01011011110110101101001000010100101100000100011001

664	131	01000110101000100011001001001011111101111101001110

593	139	01111011000010001010110010100001110011000100010011

685	141	11100000110101110010011000000101110101110111000111

544	121	11011100110001000100100110100011100100010000100011

547	128	01000011001111000010101010010000010110101010111010

697	129	01111000011000101011110111101001111100100001011100

669	154	00100101011110000101011110000110100111110111100011

832	157	00011001110101111110101001000000011111111110111111

615	129	00110110010010111011100100100001100111001100010001

703	144	01111010011100000101010011011111111010011011110010

662	120	10010111000101011110011001011010000000011001011111

740	162	00011001101111100111100111010101111011110010011011

637	123	11010000000100010001010011110111111000111110101010

588	107	10100111111100001100101100000111001001100010000000

623	123	10000010101100001111010001001001011101100101000101

680	137	00101100001000011101100110001001111010100111010101

400	111	00000001101011100000010100010010100100101001101011

678	147	00101111110011011000001100000110100110011100011011

544	103	00110001110100001011010010011110101001000001010101

678	145	00011001001100111100110100010111010110101110000011

853	167	11110100101000111011111101001101010111110111110101

823	150	10011100101111111000001011010110011010101101111010

412	110	01010100011110010001110010010011100001110000010000

598	124	11010100110111010110000110101000000100011101001100

606	108	00011100000010101001101010011010001110111000000111

672	140	10110011111110001000110000101001010111100010011101

825	138	11101101011000110110001011101010010011111011111110

542	97	10010000001100101010100110001001110001001101001011

534	107	10111101010101000100001110010111100000011001001000

400	86	01110100000000000111101000110001001001010000111000

805	142	10001110010101100101001101100011111101110010010011

615	125	11000100010110100101011100101100001001100101110011

411	84	00001001101000010001000001001011011000010010010001

673	137	00111110100110001010001010001011110011000100100001

521	133	01000011100011111000100010000100100011100111001011

645	115	10100000011010110110101001110000010011011100111101

552	130	01110011101111101011110001010100000000011011010101

690	128	01101100100000001110101010010111011101111110000010

547	129	10101101001101110100110000111101001010000001011000

653	121	00001011000110001111000101010011000100111001101111

712	143	11010011011100011010111101000101100111001110010010

761	176	11111011101000011001111111001001110111011001000101

721	161	01011111010110011001110101011011110101000100001100

779	149	11011000000111111011011110010111110100001011010001

540	131	00000101100011110100011100111000000001010101111100

627	149	01001111111111101000100110111010110000010000001001

585	117	10011101100001010010110100100011110000101010000010

554	112	01000101110000100110000010101010011110101100001100

711	149	10010011011111000111011010001011100001101110100111

719	133	10110111011010110011110101100011011000100100000100

391	84	00010001110000101000010001101000111100011000101000

788	153	10100111101010111010100010011011101110000011100111

604	124	01110110000000110000001111111011000100100100000010

660	114	11101000000100001111111100101110101010001001001100

520	105	11010100011101100100011100000101010000010010110010

566	109	11111000110110011000000000010101010001110011100001

641	130	00111000010101101001001011110001110100110110001001

505	106	00101001001100110100001011001100000010001111001010

547	109	00001000010000011101100101010001101101011110101001

485	108	00010010100000001100100010100000100111001111101001

567	121	00000110011110001000110010010000000110100101011111

462	92	11010000011010010000010010010111000101011011000001

638	132	00111010001110110011000011010111110110011000000001

687	134	01001000101110100000101101011101001011010111110110

766	163	01001110001100011001101110111111100101101100101010

630	145	11110111001101000011110101111100010110011001010000

724	159	00110000111111011001111100100110100111110111100000

702	136	11010011011111100010101100101100011101011001001011

583	129	11010101101100100011010010101000001100110001100111

698	109	10000001010000110110100111111011111000110011100100

657	135	11000100110101110101010100110110011010000000011101

810	152	10000110111001011111111100111110000011011110110010

540	141	00110010101111000101000010001000001111111101000011

687	143	00011000101010001111110011110111101101001100111001

583	128	11001001011110010101001100001101101000100100101100

586	136	11010101001110100100011001001100101010101110110011

654	126	10100011001101001110100000010110001111111111001001

468	99	01101011011000100110000010111000000000011011101001

563	115	10011001101110101000010010110000001101100000100100

533	114	10100000111110011111100100010001100010100010100000

650	141	11110011010010101001101100110001110000110101111001

546	108	10010100101100100000011000111111100000110011101001

642	103	10111000011000000100010101011010001001101110101111

656	149	00111100100101110100000101011001101100010111100011

652	154	11110001001101111100100110010001010101101101000101

714	141	00001100100001111011110001110011001011010100100111

654	120	11111101010110101000100101000110001010000100110011

653	120	10001001111000101010111010011011110000000110110010

737	144	11101000000100110111011100101000110110100010010111

584	134	11010101110100000100111101100011100110000001010010

863	161	10101111010101001101100100100111111010010110101111

717	148	11101001111000100000110101101101111011111111011010

731	147	00101011100001101010010111101011110001100101000101

737	156	10111011101000011101110011111101001111100010011000

520	108	10100001011010111111000001000001010010001100111001

706	152	11101101010111100110010110110001010101001011011001

717	144	01111101011010111110000111011001101000010011110011

805	146	10011110000101111010110101100011100110000110000101

708	131	11111001110100001011011011001000001100010111100110

878	179	11101110110111111111111011101001010000000111100100

638	148	01101000100010011011111101011101100111000100001010

739	126	11000110111100110000000111110010011100100010011100

470	112	01100001100010101111000001010100110011111001111000

724	177	01111110111111100101100101010000110111111011000011

571	120	10000101100101100000011101110011000000000110010011

468	95	11100100000100000111100101011010100100000001111000

645	122	11010100111100011110111010011010001000010111001000

682	142	00110001111000111111010100110001001101101100011110

591	149	10100011101001101101111001011001010011010100100010

479	112	00100001110011100010110000100101011101001001100001

562	110	00001010101101101000101001111010000010111001011000

689	131	00100110001100011000000011111000001011100111111011

570	129	01000101011001000111100101011010101011111101011010

737	142	10101001011101111010000011011001011110111000110011

690	126	11101001011111001010101000100010101010100110010100

517	109	01110011011100101101000101010100000001010101010100

589	124	11100000111111101110001001100101110000000100110000

590	142	00111111100100110001111011100000100100100010000010

598	122	00000101010111000000011111100011101011010010001010

659	139	10001111111111100000000011101100100101111011000011

721	142	00011001100110111000100100110011011100101100011101

597	117	10001111001010111001010001010111110000000011100000

585	109	10100001110011110010001010100011000001000000100111

497	121	01101101110100101001010000101011100000110110001000

824	178	11001011001111110111110100011110110110111011010101

763	143	01010111000010100110011111010110111110010010010110

807	153	10001100000111101100101111011101011111000101101010

668	132	00000111100000011001100011110000011101110110111100

609	111	00110000011010111111100110001011101000001001100101

498	118	11100101111001000011110101010111100001001001011000

564	119	00110111101100100001001100000111000001011011100011

750	157	11100010101101110011110111001111011010101000110010

641	148	00011011001100101101111010010000010111010001110011

853	191	10111101101110011100110011110100110111110111100011

672	117	10110000111010100111011111010010001001000011100011

509	111	10010011101100000001010111001000001100000110001010

628	136	01100010010011100101010111111100010001111010110011

789	187	01101111101011110101001001101111111010110101010010

720	126	10000011101000000111000100110111011101100010100111

537	118	01110101001010101100000101100111110100001001101000

752	125	10110000010101001000011010100111011101001101010111

708	130	10010010100111011011000100101000010100001110110101

758	147	11111001010110101100101001111011000010100111110011

655	143	00101011110111000111110101011011001000010000110101

464	65	10000100011010001110100011000100000101010001010100

807	157	10011100101011111101100001100011011010011101101111

531	111	10010111100000000100101001110101000011111000111010

654	127	00111101001111001100100100110011001001110011000100

656	99	00000100000000101011001001010111111101100110110100

649	128	11001101100100000010011011000011101100111010101101

492	86	10110000010001011000010010100010101000011001001011

695	110	10010100000000111011110011101110000110011110011101

672	130	01001010000010010001010111001100111011110011100110

583	137	10100011000001011101100100011111100111000100001001

735	142	00101110011011010011100000110011010111011011110010

861	170	01000010110111111011011101111111101100100110100100

593	136	11000011000110111111000010000101100010110101111001

760	154	10111100101101011001100011000111100110111011111011

577	130	01010010001010000101101011100011001011101100110001

746	136	00101011011110001011010000100110101111000111000110

737	167	10011010101101010101110000101000111010110101101111

646	110	11011010000110000001101001000110110101000011100110

637	126	11100000100011100001100010100110101101111011101111

765	165	11000110000011011100111011000011110111000111010011

543	97	11010110001100001010010101100100100100001010110000

953	189	11110111100110101111001111111011110011111011100101

629	130	00110111010010000011011110001011100011100010111001

548	108	01010101010110101010011010010001101001001010010100

607	116	01100011111001011010100100000110011011010000010100

501	110	00101000101010001000010110010100010110101001010001

773	170	11101111101100000100101001111101110100111110101110

745	140	00101110011011101111110011010110110100010010011101

694	144	10010101110111011000101001110001011101000000110011

561	116	00101000011100101100010111000100101110001100011001

668	119	11000010001000111111111010001100000011011011111110

846	143	00111000001001011111001001100111011110100111100110

741	172	11001010001011110101111100111100110100101100101101

528	92	10111000000101000100000101000101001110100010010010

439	122	01110001000010010101111000111010100101001000001010

508	77	10000000010000111010101001010000011100100100001001

784	167	10111101101111000111110110110110010010111100011100

807	196	01101011100011101111110101010001111111111110100011

627	105	00111100001000101100100111001100011100001011011011

786	169	10011111101111000111111111100110101010010100010000

643	162	10001011101111100101110111010101100011111000000101

463	105	01101000001110100101100010011010000000001101001110

443	107	00000001111001100000100010100001110101110001101100

587	140	01111000101110000011101001011000001111111100101001

820	158	10100011001001111101100110110010111010111110011110

773	164	11001011101101001000011011101111010011100100111010

666	159	00100101000100010101010110110001011111100101110010

618	131	00000001111010101000110010111111000101011101100111

732	154	01101100110110110111111100001000011110100010101100

772	136	00001011010101101011110110100011010000110111010110

672	134	11010011011000011100011001110110000111111110100000

745	142	11001100010111010100011001100010011011001110111010

692	121	10010110010010111110010011001010100011101111010001

502	97	10011011011111000000010110000111000000001000000100

813	156	10001111110111001010111010011010000101001110101111

615	126	11101100001011001001110010010110001001111100011101

804	135	01011110111100111010000101101110000110110010011101

769	157	01111011101001011011101101000011000100100110110110

605	116	11000110101000011111000001110010100100000011101010

729	133	10010001100101101110000010111010110101011111111100

552	89	10011010000001010000101000010111100000011011110100

741	115	10010000000000111011101110111010101111110000001110

625	140	11001110111100010101111001111110000000010100001001

552	119	11001010010001110001110100011010100000101110011001

685	151	00101111100111111000011010000100010000111110111010

646	115	01010110010000001010100111000011101101101100100101

691	121	01101000001100101110000011110010010101101111011010

684	118	00110110111100001111001111100100010000011010101010

650	114	10100110000100110011111000110100100001101011010110

710	174	11100011101101111011010010110101111010001100010001

