Rucsac: Solutie Random n-10 k-10000

Solutii:
V	G	Solutie

204	43	1111101110

84	17	1110000000

137	35	1011010110

122	24	1100001010

120	22	0010101101

194	45	1011011111

93	16	1000000101

136	22	1010100010

68	15	0000001101

148	25	0000101111

120	20	0100111010

148	35	0011011011

171	31	1100011011

140	28	1101000101

21	9	0000001100

223	38	1110111011

91	17	0110100100

75	19	1011000000

165	33	1011101010

169	35	0111111101

54	8	0010110000

62	12	0001111000

201	42	1110001111

101	16	0000111101

106	19	1011100000

152	21	1100100101

171	39	0111111110

121	21	1100000101

144	32	1110000110

197	36	0111110011

122	24	1100001010

106	20	0000001011

87	12	1010100000

84	15	1000000010

78	23	0111001000

99	13	0010100001

88	16	0101101000

158	34	0110010111

115	19	1100101100

176	30	0100101111

65	17	1001000100

49	10	0000000010

166	31	1011110101

105	19	1010010001

171	39	0111111110

122	25	1011000001

93	16	0000110110

81	19	0010010101

120	20	1100001001

94	24	0011111100

33	1	0000110000

178	39	1011111110

62	11	0010101000

92	23	0011101100

78	12	0101100000

108	23	0110011001

137	23	0101111001

162	32	1010001011

178	39	1011111110

185	33	0101100111

132	29	0011111010

98	25	0011000101

181	32	1101101101

117	16	0100100101

150	32	1101001101

124	26	1011010001

153	27	1001101101

78	21	0001001010

129	29	1011111100

167	34	1011111010

93	18	0110110100

82	11	1000000001

155	32	0110001011

107	27	1110011100

85	15	0100001001

192	35	1111100101

70	20	0111010000

154	31	1000011111

76	9	1000101000

195	39	1111111010

164	33	1010011011

54	12	1001000000

148	31	0101101110

81	19	0010010101

87	14	1000101100

111	24	0111111000

30	6	0100010000

204	43	1111101110

154	33	0101000111

128	34	0111000110

189	38	1101000111

68	13	0010000001

199	42	1101001111

112	34	0011011110

183	40	1011011011

127	19	0101110001

174	28	0101100011

118	22	0001101101

181	39	1011001011

150	28	1001000011

126	30	1011010010

199	42	1101001111

117	24	1011100100

121	21	1100000101

223	38	1110111011

140	28	0101110110

162	35	1111011001

105	23	0101000101

97	16	1010101000

51	11	0000010010

181	30	1111100001

120	22	0010101101

193	32	1010101011

169	33	0001111111

173	36	1011010011

124	31	1001001110

134	19	1001110001

110	16	1100000001

159	34	0111100110

120	28	0111101100

43	5	0000111000

187	45	0111011111

87	13	1001110000

145	29	0101010011

147	30	1111110100

161	35	0111110110

161	33	1001000111

175	44	1111011110

183	28	1010100011

162	32	1010001011

70	16	0000011101

98	25	0011000101

212	39	1011101011

174	28	0101100011

119	24	0010010011

133	26	1100011101

120	24	0011100010

169	30	1100001011

82	13	0110110000

110	18	0010100101

183	33	1101111101

171	33	0010111111

161	27	1100010011

85	12	1001100000

187	45	0111011111

178	31	0100111111

82	19	0011100100

172	25	1000101011

136	22	1010100010

123	21	1101101000

99	19	0111100000

62	18	0110010100

134	26	1101101100

117	29	0111000010

145	21	1100110010

112	20	1100000010

169	30	1100001011

180	36	0011110111

70	21	0110001100

176	40	0111011011

181	30	1111100001

86	20	1100011100

147	39	1011011110

193	39	1110010111

207	40	0111111011

213	34	1110110011

135	31	1011010101

232	43	1101111111

163	39	1111000110

98	21	0100011101

147	28	1001110110

130	25	0011111001

192	44	1011001111

183	34	1111100010

193	35	1111111001

79	19	0001010101

105	24	1000001110

91	15	0000100110

126	34	1111011100

127	28	1011101100

135	30	1100011110

29	11	0001001000

183	29	1001110011

136	23	0101100101

147	29	0110010011

105	23	0101000101

49	7	0000010001

86	20	1100011100

206	38	1010111111

156	34	0101010111

116	15	0100101001

120	20	1100001001

164	29	1100101110

141	27	0110111010

44	6	0000110100

72	22	0110011100

199	40	1111000011

146	29	1111111000

164	37	0101001111

116	28	1001010110

110	16	1100000001

115	23	0001000011

169	32	0010101111

86	16	0100000101

41	4	0000101000

167	34	1011111010

193	35	1111111001

106	21	1001101100

136	27	1101111100

71	10	0100111000

101	29	0011011010

145	24	1001110101

112	23	1001000101

109	21	0001101010

59	14	0000001010

127	30	0111011001

72	18	0010010010

132	29	0011111010

96	17	1001100100

131	27	1101000010

99	17	0001100010

125	19	1000101010

150	28	0110111101

91	15	0000100110

141	28	1101011001

148	31	0101101110

119	25	1011110100

61	17	0110011000

201	43	1101011111

97	21	1000010110

182	36	1100011111

95	16	1001101000

138	27	1110111100

89	28	0111001100

93	16	0000110110

131	25	1100001101

173	26	1000100111

96	22	0101000010

185	35	1111110010

98	24	0100001110

94	10	1100100000

38	9	0100001000

124	25	1100011010

84	20	0011110100

147	24	1010110101

242	45	1111111011

130	25	0011111001

112	17	1100010001

109	28	0101010110

155	26	1011110001

71	14	0011100000

190	37	1110001011

138	27	1110111100

145	38	1011001110

183	31	1111110001

78	17	0010001001

139	26	0110101010

132	29	0011111010

106	26	0101001010

144	26	1001101010

150	28	0110111101

178	33	1101000011

143	34	1011001101

61	17	0110011000

109	21	0001101010

91	27	0001011110

159	26	1100000011

109	17	0010101001

108	23	0110011001

81	22	0010000110

142	22	1001101001

51	19	0011000100

105	23	1001010010

59	14	0000001010

156	34	0101010111

204	40	1111111101

138	35	0111011101

185	35	1111110010

161	33	1001000111

75	21	1001001100

165	34	1010010111

68	6	1000110000

29	11	0001001000

149	36	0011010111

162	25	1100101101

97	23	1110010100

80	12	0110100000

90	17	0101111000

128	34	0111000110

142	28	1110000101

110	19	0001110101

157	34	1111111100

190	38	1101011011

130	25	0011111001

117	24	1011100100

115	23	1010011001

159	26	1100000011

190	37	1110001011

106	21	1001101100

173	28	1110100101

126	22	0100010011

162	33	1001011011

60	12	0000010101

119	24	0010010011

171	33	0010111111

221	37	1110101011

68	19	0111000000

72	11	0100110100

156	26	1100110110

163	36	1111010101

160	23	1101100001

34	13	0010010100

157	33	0110011011

89	26	0001001110

111	18	0010111001

144	28	1111101000

136	23	1001110010

112	23	1001000101

145	35	1011011101

176	29	0101110011

220	49	1111001111

100	18	1010110100

166	28	1110110010

137	26	0101101010

166	30	1100111110

188	37	1101001011

124	21	0100000011

60	18	0101010100

174	28	1110111001

74	15	1100000100

76	16	1100010100

95	16	1001101000

116	23	1011101000

152	21	1100100101

140	22	0000110111

145	28	0110000011

137	26	0101101010

119	31	0110001110

29	11	0001001000

141	25	1000001011

129	23	1101000001

178	35	0011100111

122	26	0010101110

98	17	0000010011

170	31	1100000111

175	40	0111000111

147	39	1011011110

49	14	0100001100

176	40	0111011011

159	34	0111100110

185	35	1111110010

169	30	1100001011

157	28	1010111101

163	29	1011101001

173	43	1111001110

143	34	1011001101

156	29	0111101001

94	22	1101011000

117	31	0101001110

94	24	0011111100

141	25	1000001011

157	28	0001100111

110	22	1010111100

184	32	0101101011

101	17	0010100010

178	33	1101000011

112	23	0001110110

171	39	0111111110

128	28	0010000111

106	22	0110001001

225	45	1011111111

178	35	0011100111

117	16	0100100101

128	29	0001010111

192	35	1111100101

80	18	0010011001

105	15	1100100100

155	26	1011110001

94	16	1000011001

157	32	1001111110

243	46	1111110111

110	30	0011011101

124	28	1001011101

42	17	0001011100

223	44	1011101111

184	32	0101101011

169	35	0111111101

204	36	1011110011

144	22	1010101001

64	12	0010111000

171	35	1011000011

94	16	1000011001

175	32	1110100110

59	5	0100100000

89	15	1000111100

96	16	0000000011

147	30	1111110100

143	34	1011001101

96	17	1001100100

106	15	1100111000

154	29	1010010011

67	17	1010000100

144	29	1110010101

105	19	1010010001

82	13	0110110000

170	27	1101101001

111	22	0001111010

202	37	1001101111

131	21	1000000011

78	21	0001001010

185	36	1110101110

171	31	1100011011

105	26	1110001100

127	22	0101100010

216	44	0111101111

147	24	1010110101

125	26	1100010110

143	31	1110001010

78	6	0000100001

126	17	1000110101

177	33	1110110110

150	30	1111000001

120	22	0010101101

111	22	1001001001

152	32	0110111110

126	23	1101110100

42	5	0000100100

97	13	0001100001

70	18	0001010010

99	25	0011011001

115	23	1010011001

109	21	0001101010

145	30	0100001111

117	16	1000110010

162	24	1101110001

13	6	0000010100

142	22	1001101001

189	38	1101000111

162	21	1000100011

87	14	1000101100

162	38	1111001010

107	27	1110011100

133	30	1011000101

145	38	1011001110

163	34	1001010111

107	23	0110000101

117	20	1100111100

117	24	1011100100

145	24	1001110101

99	25	0011011001

157	30	1011110010

140	22	0000110111

169	32	0010101111

136	30	0011000011

143	32	1101011010

176	28	0110100011

63	24	0011011100

131	24	1101010001

112	20	1100000010

175	33	1101110110

184	41	1011010111

141	25	1000001011

155	31	1001101110

126	17	1000110101

138	27	1110111100

136	34	0111001101

146	33	1110010110

90	17	0101111000

140	24	0110110101

156	34	0101010111

91	12	0000110101

135	30	1100011110

136	27	1101111100

157	34	1111111100

118	24	1011111000

185	31	1000111111

117	29	0111000010

42	5	0000100100

154	37	1101011110

114	23	1010000101

50	7	0001100000

68	21	0101001100

103	20	0000111110

177	33	1110110110

157	34	1111111100

162	32	1010001011

159	32	1010111110

70	14	0010010001

162	27	1101100010

91	15	0000100110

117	20	1100111100

184	41	1011010111

96	22	1110011000

193	39	1110010111

127	33	0111001010

89	28	0111001100

148	28	0101111101

70	14	0010010001

128	32	1010011110

126	22	1110100100

156	26	1100110110

91	17	0110100100

90	14	0000101010

62	12	0001111000

94	18	0101000001

72	22	0110011100

112	17	1100010001

136	27	1101111100

65	13	0010110100

157	30	1011110010

146	29	1111111000

88	20	0100000110

70	20	0111010000

79	11	1000110100

114	23	0010110110

173	36	1011010011

127	22	1110111000

147	29	0110010011

80	14	0100101100

187	34	0101110111

47	6	0000000001

80	14	0100101100

80	7	0000110001

161	27	1100010011

119	31	0110001110

78	6	0000100001

106	20	0000001011

95	23	1101010100

105	27	1101011100

173	26	1000100111

117	26	0111010001

138	27	0101100110

71	10	0100111000

166	30	1100111110

161	33	1001000111

141	30	0011111101

89	21	0011010001

140	28	1101000101

146	33	1110010110

157	28	1010111101

240	44	1111101011

162	23	1110100001

124	16	1000100101

148	31	0101101110

91	15	0000100110

157	34	1111111100

127	22	1110111000

89	22	0010001101

120	23	0001111101

97	23	1110010100

129	28	0010011011

147	30	1111110100

196	40	1111110110

98	17	0000010011

171	37	1001001111

192	38	1110011011

91	29	0111011100

153	21	1100111001

128	29	0001010111

109	21	0001101010

37	6	1000010000

89	21	0011010001

116	28	1001010110

143	34	0011111110

86	16	1000010010

86	24	1011000100

214	40	1011111011

145	28	0110000011

59	14	0000001010

103	18	1010000001

155	32	0110001011

127	19	0101110001

144	22	1010101001

107	27	0101000110

148	31	0101101110

148	27	1010111010

152	28	1010000011

201	31	1100100111

85	12	1001100000

108	23	0110011001

34	13	0010010100

119	32	0101011110

144	28	1111101000

125	18	0101100001

92	15	1000001001

136	23	0101100101

174	39	0111001011

118	16	0100111001

165	30	1011111001

165	25	0100101011

168	35	1011110110

77	18	0001000101

243	46	1111110111

78	10	1000111000

136	26	0100011011

110	22	0001100110

148	23	0010100011

169	33	0001111111

127	33	0111001010

251	49	1111101111

169	32	0010101111

126	22	1110100100

76	9	1000101000

81	25	0111010100

56	14	1000001100

157	33	0110011011

81	22	0010000110

160	34	0111111010

68	17	0001000010

85	15	0100001001

101	18	0001110010

221	38	1101111011

82	15	0100111100

37	6	1000010000

143	26	1000011011

150	24	0010110011

145	21	1100110010

99	25	0011011001

243	46	1111110111

206	38	1010111111

109	22	0000010111

101	21	0110101100

201	31	1100100111

188	37	1101001011

107	17	0001101001

162	24	1101110001

57	10	0000001001

188	33	0110111011

161	35	0111110110

207	40	0111111011

188	39	0011101111

68	21	0101001100

93	27	0010011110

127	33	0111001010

60	12	0000010101

125	22	1101111000

141	16	1100100001

211	34	1101110011

89	26	0001001110

39	10	0100000100

49	13	0101010000

78	10	1000111000

107	24	0101010101

148	24	0001110011

211	45	1111011011

70	22	0101011100

154	29	1010010011

168	38	0110011111

161	35	0111110110

101	22	0101111100

143	20	1100100010

129	29	1011111100

115	27	1001011010

32	13	0001010100

86	16	1000010010

51	19	0011000100

142	26	1000000111

201	31	1100100111

191	38	1110000111

134	30	1011011001

200	30	1100101011

154	31	1000011111

164	39	1111011010

116	28	1001010110

85	12	1001100000

87	14	1000101100

180	33	1110000011

81	23	0001010110

171	39	0111111110

146	33	1110010110

127	33	0111001010

111	22	0001111010

135	26	0100000111

103	18	1010000001

10	4	0000001000

157	39	0011001111

68	21	0101001100

155	31	1001101110

112	17	1100010001

136	34	1011011010

76	16	1100010100

61	12	0001100100

127	28	0001011011

157	28	1010111101

98	29	1011011100

95	23	1101010100

129	23	0101110010

156	29	0111101001

158	34	0110010111

117	20	1100111100

179	35	0011111011

99	28	0011001010

35	5	1000000000

145	21	1100110010

209	33	1101100011

141	27	0110111010

124	26	1011010001

112	23	0001110110

130	28	0011101010

72	18	0010010010

117	27	1010011010

221	37	1110101011

174	31	1110101010

138	33	0001011111

84	12	1000010001

110	24	0111100100

133	29	1100001110

94	19	1000001010

112	25	0111110100

155	32	0110001011

66	17	1001011000

97	17	1001111000

45	9	1000001000

59	5	0100100000

152	21	1100100101

40	10	0100011000

61	12	0001100100

86	24	1011000100

141	27	0110111010

143	28	1110011001

98	25	0011000101

89	26	0001001110

103	18	1010000001

84	18	1101010000

97	21	1000010110

136	21	1000111101

124	28	1001011101

163	29	1011101001

86	24	1011000100

119	20	0100100110

61	17	0110011000

94	19	1000001010

173	36	1011010011

127	30	0111011001

147	28	1001110110

68	17	0001000010

206	38	1010111111

171	37	1001001111

116	15	0100101001

120	20	0100111010

106	15	1100111000

92	15	0000111010

219	37	1101101011

199	38	0110111111

150	30	0111110010

195	39	1111111010

158	33	0111101010

141	16	1100100001

136	23	1001110010

115	25	0111000001

137	22	0110101001

102	30	0011010110

114	23	0010110110

193	32	1010101011

143	34	0011111110

143	20	1100100010

54	8	0010110000

114	29	1111000100

96	22	1110011000

87	13	1001110000

122	25	1011000001

159	26	1100000011

60	17	0110000100

89	26	0001001110

84	17	1110000000

127	33	0111001010

98	22	0110000010

172	28	1101111001

86	20	1100011100

87	16	0100011001

142	32	1101000110

105	24	1000001110

141	33	0011101110

174	32	1101111010

178	33	1101000011

143	32	1101011010

117	18	1110110000

144	27	1000010111

171	35	1011000011

159	29	0001110111

85	12	1001100000

93	16	1000000101

212	39	1011101011

112	22	0010100110

152	32	0110111110

161	33	1001000111

133	30	1011000101

165	25	0100101011

157	39	0011001111

114	29	1111000100

136	22	1010100010

166	38	0101011111

134	33	1011001010

193	38	1111101010

134	26	1101101100

185	33	1110111101

19	7	0001000000

61	12	0001100100

177	34	0011101011

107	27	1110011100

88	25	1011010100

173	36	1011010011

106	11	0100100001

125	21	1110101000

70	14	0010010001

82	22	0010011010

162	25	1100101101

167	26	0100111011

145	28	0110000011

77	10	1000100100

13	6	0000010100

48	11	1000010100

106	19	1011100000

167	32	0001101111

104	14	1100101000

209	33	1101100011

117	16	1000110010

155	31	1001101110

204	36	1011110011

39	10	0100000100

140	28	1101000101

116	30	1111010100

99	15	0000101101

191	39	1101010111

176	38	1011101110

223	38	1110111011

117	29	0111000010

165	25	0100101011

83	19	0011111000

115	27	0101001101

47	6	0000000001

100	18	1010110100

180	34	1101010011

70	21	0110001100

167	34	0111101101

99	13	0010100001

101	20	0111110000

95	22	1110000100

166	36	0111010011

101	29	0011011010

96	19	0101010001

221	38	1101111011

187	45	0111011111

175	38	1010011111

161	33	1001000111

145	30	0100001111

83	19	0011111000

206	40	0111100111

148	26	0111110001

126	32	1001011110

141	16	1100100001

149	28	1010110110

48	11	1000010100

143	28	0101000011

80	21	0010001010

108	20	1011110000

182	36	1100011111

113	22	0010111010

134	20	1000101101

99	15	0000101101

143	26	1000011011

173	37	1010001111

100	23	0110010010

80	22	0001011010

139	21	0000111011

70	20	0111010000

89	28	0111001100

122	25	1011000001

113	26	1001001010

73	16	0010101100

115	25	0111000001

68	21	0101001100

115	19	1100101100

192	35	1111100101

166	30	1100111110

189	34	0110110111

94	19	1000001010

74	15	1100000100

79	22	0001000110

128	28	0010000111

154	22	1100110101

120	20	0100111010

111	18	0010111001

173	37	1010001111

144	26	1001101010

91	17	0110100100

85	15	0100001001

153	27	1001101101

146	27	0101101101

120	28	0111101100

122	29	0111111100

70	17	0010000010

173	37	1010001111

126	23	1101110100

94	10	1100100000

12	5	0000011000

220	38	1101100111

118	19	0100101010

98	19	0110010001

118	16	0100111001

23	8	0010010000

31	0	0000100000

202	39	1111101101

135	30	1100011110

161	29	0010110111

90	14	0000101010

148	27	0110101101

91	23	0010011101

171	33	0010111111

142	28	1110000101

68	6	1000110000

64	16	1001001000

73	14	1100001000

80	21	0010001010

105	24	1000001110

67	18	1001010100

154	33	0101000111

129	23	0101110010

133	24	1110010001

154	37	1101011110

128	28	0010000111

49	12	0110000000

136	23	1001110010

192	35	1111100101

117	29	0111000010

190	38	1101011011

45	9	1000001000

84	20	0011110100

139	29	0011101101

84	15	1000000010

95	23	1101010100

155	28	1001111101

2	1	0000010000

111	18	0010111001

40	16	0001001100

89	24	0011000010

40	10	0100011000

155	33	0101011011

176	30	0100101111

136	26	0100011011

132	18	1001100001

201	41	1111010011

95	20	1000000110

114	23	0010110110

165	30	1011111001

70	21	0110001100

155	25	1100111010

148	26	0111110001

68	17	0001000010

51	11	0000010010

91	26	0010001110

164	26	1100111101

118	28	1010010110

209	33	1101100011

111	24	0111111000

148	25	0000101111

99	25	0011011001

195	33	1010111011

159	32	1010111110

109	18	0001111001

141	30	0011111101

84	20	0011110100

32	12	0010000100

126	34	1111011100

116	27	1010000110

125	21	1110101000

154	29	1010010011

141	33	0011101110

100	25	0100011110

110	16	0100110010

185	36	1110101110

183	28	1010100011

148	27	1010111010

241	45	1111100111

147	30	1111110100

171	39	1111001101

143	28	0101000011

83	19	0011111000

116	30	1111010100

155	21	0100100011

133	27	1110000010

58	15	1000011100

138	32	0010001111

60	15	0000000110

65	13	0010110100

123	25	1100000110

171	33	0010111111

99	25	0011011001

194	33	1010100111

146	23	0001100011

163	34	1001010111

91	29	0111011100

66	16	1010001000

63	10	1100000000

87	12	1010100000

84	17	1110000000

129	34	0111011010

146	23	0001100011

78	6	0000100001

219	37	1101101011

152	31	1111010001

173	38	1001011111

155	29	1011100010

128	24	0011101001

116	23	1011101000

91	23	0010011101

134	20	1000101101

65	13	0010110100

138	24	0101110101

106	11	0100100001

220	38	1101100111

115	12	1000110001

143	20	1100100010

221	37	1110101011

184	32	0101101011

120	24	0011100010

138	32	0010001111

87	12	1010100000

160	34	1111001001

134	18	1010100001

165	25	0100101011

114	23	1010000101

52	8	0001110000

41	4	0000101000

174	28	1110111001

131	24	1101010001

149	36	0011010111

108	15	0100100010

131	23	0110110010

131	29	0011100110

193	33	1001111011

141	30	0011111101

117	28	0101011101

66	13	0001000001

89	26	0001001110

66	16	1010001000

114	23	0010110110

23	10	0000011100

172	31	1101101010

206	38	1010111111

172	31	1101101010

153	27	1001101101

124	28	1001011101

190	26	1100100011

166	38	0101011111

171	33	0010111111

0	0	0000000000

129	23	0101110010

96	22	1110011000

177	33	1110110110

136	34	0111001101

157	34	1111111100

101	17	0010100010

191	34	1111101001

133	30	0011110110

79	18	0010000101

171	28	1101100101

110	16	1100000001

209	33	1101100011

184	32	0101101011

138	24	0101110101

181	32	1101101101

164	30	1011100101

152	21	1100100101

203	32	1100110111

78	17	0010001001

110	30	0011011101

97	17	1001111000

128	32	1010011110

153	25	1011100001

72	11	0100110100

76	17	0001001001

160	34	1111001001

162	27	1101100010

72	22	0110011100

193	32	1010101011

146	23	0001100011

105	21	1000011101

61	17	0110011000

188	33	0110111011

135	28	1110010010

109	27	0110000110

155	33	1111101100

164	30	1011100101

59	16	0110001000

160	23	1101100001

89	28	0111001100

163	36	1111010101

169	38	0111101110

136	30	0011000011

144	22	1010101001

133	30	1011000101

87	12	1010100000

195	37	0101101111

152	33	1101011101

54	10	0000111100

183	40	1011011011

106	26	0101001010

82	13	0110110000

60	15	0000000110

128	23	1110110100

200	30	1100101011

133	22	1000010011

115	25	0111000001

230	40	1111100011

79	16	0100010010

159	26	1100000011

115	26	1010001010

152	30	1000001111

133	30	0011110110

152	28	1010000011

117	25	0000001111

129	24	0100101110

157	28	0001100111

93	16	0000110110

129	25	0011100101

159	26	1100000011

171	39	0111111110

51	19	0011000100

137	22	0110101001

175	32	1110100110

139	26	0110101010

82	11	0000110010

101	22	0101111100

136	24	1000101110

143	34	1011001101

105	19	1010010001

154	36	1110001110

72	18	0010010010

129	25	0011100101

105	27	1101011100

90	21	0100010110

116	27	1010000110

92	17	0110111000

171	39	0111111110

70	20	0111010000

129	23	1101000001

58	13	1010010000

60	11	0001101000

136	27	1101111100

82	22	0010011010

157	22	0100110011

202	39	1111101101

106	15	1100111000

162	35	1111011001

124	21	0100000011

154	31	1000011111

143	34	0011111110

155	31	1001101110

206	44	1111111110

183	40	1011011011

49	10	0000000010

123	25	1100000110

219	37	1101101011

131	23	0110110010

127	28	1011101100

84	12	1000010001

131	21	1000000011

77	20	1011010000

84	18	1101010000

148	25	0000101111

110	22	1010111100

149	36	0011010111

222	38	1110100111

157	28	1010111101

222	50	1111011111

85	12	1001100000

136	27	1101111100

59	14	0000001010

172	31	1101101010

166	26	0100100111

68	14	0001010001

134	19	1001110001

120	24	0011100010

170	27	1101101001

175	27	1000110111

65	11	1100010000

153	32	0101001011

181	39	1011001011

145	27	1001100110

19	7	0001000000

97	17	1001111000

183	30	1000101111

97	13	0001100001

122	23	0010111101

79	16	0100010010

106	23	0101011001

155	25	1100111010

11	5	0000000100

185	33	0101100111

204	40	1111111101

152	21	1100100101

148	26	0111110001

110	16	1100000001

120	21	0011110001

91	23	0010011101

80	22	0001011010

11	5	0000000100

174	26	1000111011

119	30	0111010010

146	33	1110010110

43	5	0000111000

114	23	1010000101

129	19	0110110001

91	26	0010001110

82	11	0000110010

176	28	0110100011

136	32	0001001111

89	23	0001011101

95	20	1000000110

134	22	1001100010

61	12	0001100100

90	11	0000111001

89	21	0011010001

54	8	0010110000

105	26	1110001100

75	15	1100011000

114	24	1001010101

175	33	1101110110

117	27	0110001101

173	28	1110100101

171	39	1111001101

144	26	1001101010

162	21	1000100011

89	28	0111001100

161	29	0010110111

164	29	1100101110

86	16	0100000101

148	29	0111100010

115	15	1000100010

89	17	0101100100

145	24	1001110101

87	16	0100011001

157	34	1111111100

41	11	0100010100

117	29	0111000010

173	43	1111001110

105	27	1101011100

76	9	1000101000

220	49	1111001111

108	22	1001111100

105	27	1101011100

97	17	1001111000

220	38	1101100111

147	39	1011011110

173	29	1101110101

121	21	1100000101

126	17	1000110101

126	32	1001011110

108	22	1001111100

154	31	1000011111

146	27	0101101101

86	16	0100000101

87	16	0100011001

128	28	0010000111

101	22	0101111100

201	43	1101011111

86	18	1110010000

113	23	1001011001

94	21	1110001000

159	40	0011011111

232	43	1101111111

70	21	0110001100

158	34	0110010111

75	19	1011000000

194	34	1001110111

125	26	1100010110

149	28	1010110110

101	20	0111110000

86	18	1110010000

68	14	0001010001

95	22	1110000100

108	12	0100110001

87	24	1011011000

87	14	1000101100

122	25	0011110010

202	39	1111101101

68	17	0001000010

199	42	1101001111

173	26	1000100111

84	19	1100001100

203	43	1110011111

213	34	1110110011

158	27	0010101011

69	9	0100101000

108	15	0100100010

191	39	1101010111

76	17	0001001001

174	26	1000111011

105	19	1010010001

153	32	0101001011

84	15	1000000010

189	38	1101000111

193	39	1110010111

90	14	0000101010

82	19	0011100100

126	22	1110100100

115	23	1010011001

157	31	1010101110

60	11	0001101000

138	25	1000111110

146	23	0001100011

104	22	0101001001

174	31	1110101010

137	35	1011010110

120	28	0111101100

154	33	1110011101

172	28	1101111001

171	28	1101100101

131	27	1101000010

145	32	1110011010

62	12	0001111000

101	21	0110101100

86	16	1000010010

161	27	1100010011

93	18	0110110100

106	21	1001101100

176	40	0111011011

110	19	0001110101

78	6	0000100001

128	23	1110110100

88	20	0100000110

120	20	1100001001

133	24	1110010001

130	35	0111010110

135	28	1110010010

156	37	1110011110

162	33	1001011011

112	22	0010100110

204	43	1111101110

133	30	0011110110

195	35	0111100011

30	12	0001000100

142	22	1001101001

105	25	1111010000

128	28	0010000111

160	28	0010111011

87	13	1001110000

99	15	0000101101

136	23	0101100101

126	30	1011010010

145	38	1011001110

136	32	0001001111

156	33	0110000111

61	6	0100110000

99	14	0001110001

130	28	0011101010

111	22	1001001001

141	27	1110001001

71	10	0100111000

133	29	1100001110

91	23	0010011101

125	29	0111001001

110	22	0001100110

141	16	1100100001

66	13	0001000001

129	29	1011111100

108	21	1010101100

171	37	1001001111

112	22	0010100110

166	30	1100111110

135	30	1100011110

86	16	0100000101

164	33	1010011011

113	22	1010001001

151	20	1100101001

80	14	0100101100

147	30	1111110100

143	32	1101011010

157	28	1010111101

152	36	1101001110

126	28	1010011101

90	16	0110101000

164	22	1000110011

96	20	0100001101

70	17	0010000010

195	39	1111111010

34	13	0010010100

101	18	1001000001

152	31	1111010001

85	12	1001100000

77	22	1001011100

114	23	1010000101

129	19	0110110001

166	30	1100111110

162	38	1111001010

158	30	0111111001

143	23	1001100101

127	28	0001011011

77	22	1001011100

158	30	0111111001

95	17	1000010101

194	39	1111100110

194	33	1010100111

160	34	1111001001

89	24	0011000010

